id,MealDBid,name,category,area,recipe,ingredients,measurements,image,source
129,52817,"Stovetop Eggplant With Harissa, Chickpeas, and Cumin Yogurt",Vegetarian,American,"Heat the oil in a 12-inch skillet over high heat until shimmering. Add the eggplants and lower the heat to medium. Season with salt and pepper as you rotate the eggplants, browning them on all sides. Continue to cook, turning regularly, until a fork inserted into the eggplant meets no resistance (you may have to stand them up on their fat end to finish cooking the thickest parts), about 20 minutes, lowering the heat and sprinkling water into the pan as necessary if the eggplants threaten to burn or smoke excessively.

2.
Mix the harissa, chickpeas and tomatoes together, then add to the eggplants. Cook until the tomatoes have blistered and broken down, about 5 minutes more. Season with salt and pepper and add water as necessary to thin to a saucy consistency. Meanwhile, combine the yogurt and cumin in a serving bowl. Season with salt and pepper.

3.
Top the eggplant mixture with the parsley, drizzle with more extra virgin olive oil, and serve with the yogurt on the side.","['Olive Oil', 'Egg Plants', 'Harissa', 'Chickpeas', 'Cherry Tomatoes', 'Greek yogurt', 'Ground cumin', 'Parsley']","['4 tablespoons', '6 small', '½ tablespoon', '1 can', '2 cups halved', '1 1/2 cups', '1 tablespoon', '½ cup ']",https://www.themealdb.com/images/media/meals/yqwtvu1487426027.jpg,http://www.seriouseats.com/2014/09/one-pot-wonders-stovetop-eggplant-harissa-chickpeas-cumin.html
130,52964,Smoked Haddock Kedgeree,Breakfast,Indian,"Melt 50g butter in a large saucepan (about 20cm across), add 1 finely chopped medium onion and cook gently over a medium heat for 5 minutes, until softened but not browned.

Stir in 3 split cardamom pods, ¼ tsp turmeric, 1 small cinnamon stick and 2 bay leaves, then cook for 1 minute.

Tip in 450g basmati rice and stir until it is all well coated in the spicy butter.

Pour in 1 litre chicken or fish stock, add ½ teaspoon salt and bring to the boil, stir once to release any rice from the bottom of the pan. Cover with a close-fitting lid, reduce the heat to low and leave to cook very gently for 12 minutes.

Meanwhile, bring some water to the boil in a large shallow pan. Add 750g un-dyed smoked haddock fillet and simmer for 4 minutes, until the fish is just cooked. Lift it out onto a plate and leave until cool enough to handle.

Hard-boil 3 eggs for 8 minutes.

Flake the fish, discarding any skin and bones. Drain the eggs, cool slightly, then peel and chop.

Uncover the rice and remove the bay leaves, cinnamon stick and cardamom pods if you wish to. Gently fork in the fish and the chopped eggs, cover again and return to the heat for 2-3 minutes, or until the fish has heated through.

Gently stir in almost all the 3 tbsp chopped fresh parsley, and season with a little salt and black pepper to taste. Serve scattered with the remaining parsley and garnished with 1 lemon, cut into wedges.","['Butter', 'Onion', 'Cardamom', 'Turmeric', 'Cinnamon Stick', 'Bay Leaf', 'Basmati Rice', 'Chicken Stock', 'Smoked Haddock', 'Eggs', 'Parsley', 'Lemon']","['50g', '1 chopped', '3 Pods', '1/4 tsp', '1 small', 'Sprigs of fresh', '450g', '1 Litre', '750g', '3', '3 tblsp chopped', '1 chopped', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",https://www.themealdb.com/images/media/meals/1550441275.jpg,https://www.bbcgoodfood.com/recipes/2256/smoked-haddock-kedgeree
131,52779,Cream Cheese Tart,Starter,Unknown,"Crust: make a dough from 250g flour (I like mixing different flours like plain and wholegrain spelt flour), 125g butter, 1 egg and a pinch of salt, press it into a tart form and place it in the fridge. Filling: stir 300g cream cheese and 100ml milk until smooth, add in 3 eggs, 100g grated parmesan cheese and season with salt, pepper and nutmeg. Take the crust out of the fridge and prick the bottom with a fork. Pour in the filling and bake at 175 degrees C for about 25 minutes. Cover the tart with some aluminium foil after half the time. In the mean time, slice about 350g mini tomatoes. In a small pan heat 3tbsp olive oil, 3tbsp white vinegar, 1 tbsp honey, salt and pepper and combine well. Pour over the tomato slices and mix well. With a spoon, place the tomato slices on the tart, avoiding too much liquid on it. Decorate with basil leaves and enjoy","['Flour', 'Butter', 'Egg', 'Salt', 'Cheese', 'Milk', 'Eggs', 'Parmesan Cheese', 'Plum tomatoes', 'White Vinegar', 'Honey', 'Basil']","['250g', '125g', '1', 'Pinch', '300g', '100ml milk', '3', '100g', '350g', '3tbsp', '1 tbsp', 'Topping']",https://www.themealdb.com/images/media/meals/wurrux1468416624.jpg,https://www.instagram.com/p/BHyuMZ1hZX0
132,52865,Matar Paneer,Vegetarian,Indian,"Heat the oil in a frying pan over high heat until it’s shimmering hot. Add the paneer, then turn the heat down a little. Fry until it starts to brown at the edges, then turn it over and brown on each side – the paneer will brown faster than you think, so don’t walk away. Remove the paneer from the pan and drain on kitchen paper.
Put the ginger, cumin, turmeric, ground coriander and chilli in the pan, and fry everything for 1 min. Add the tomatoes, mashing them with the back of a spoon and simmer everything for 5 mins until the sauce smells fragrant. Add a splash of water if it’s too thick. Season well. Add the peas and simmer for a further 2 mins, then stir in the paneer and sprinkle over the garam masala. Divide between two bowls, top with coriander leaves and serve with naan bread, roti or rice.","['Sunflower Oil', 'Paneer', 'Ginger', 'Cumin', 'Turmeric', 'Coriander', 'Green Chilli', 'Tomato', 'Peas', 'Garam Masala', 'Coriander', 'Naan Bread']","['1 tbls', '225g', '2', '1 tsp ', '1 tsp ', '1 tsp ', '1', '4 large', '150g', '1 tsp ', 'Small bunch', 'to serve']",https://www.themealdb.com/images/media/meals/xxpqsy1511452222.jpg,https://www.bbcgoodfood.com/recipes/matar-paneer
133,53085,15-minute chicken & halloumi burgers,Chicken,American,"STEP 1

Put the chicken breasts between two pieces of baking parchment and use a rolling pin to gently bash them until they are approximately 1cm thick. Cut each chicken breast into two even pieces.

STEP 2

If you're using a frying pan, heat two frying pans over medium-high heat, with one of them containing oil. Fry the chicken in the oiled pan for 3-4 mins on each side until they are cooked through. Season the chicken, reduce the heat, drizzle in the chilli sauce and half of the lemon juice, and cook for an additional 1-2 mins until the sauce is reduced. Remove the chicken from the heat.

STEP 3

If you're using an air-fryer, preheat it to 180C for 4 mins. Add the chicken to the air-fryer and cook for 12 mins. Drizzle over the chilli sauce and half the lemon juice and cook for an additional 1-2 mins until the chicken is cooked through and the sauce is reduced. Remove the chicken and keep it warm.
STEP 4

While the chicken is cooking, toast the buns in the dry frying pan for 30 seconds. Transfer them to a plate. If you're using an air fryer, put the buns in the air fryer for 1-2 mins until they are warm. Increase the air fryer temperature to 200C. Add the halloumi to the air fryer basket and cook for 10 mins, turning halfway through, until it's golden. Toss the cabbage with the mayo and the remaining lemon juice.

STEP 5

Spoon the hummus (or dip of your choice) into the toasted buns, then top with the rocket, chilli chicken, halloumi, and peppers. Drizzle with a little more chilli sauce, spoon over the cabbage, season with black pepper, and top with the bun lids. Serve with any extra cabbage on the side or a green salad.","['Chicken Breasts', 'Oil', 'Hotsauce', 'Lemon Juice', 'Buns', 'Cheese', 'Cabbage', 'Mayonnaise', 'Sour Cream', 'Lettuce', 'Red Pepper']","['2', '1 tbsp', '4 tbsp', '½', '2', '250g', '¼', '2 tbsp', '4 tbsp', '4 leaves', '2', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",https://www.themealdb.com/images/media/meals/vdwloy1713225718.jpg,https://www.bbcgoodfood.com/recipes/15-minute-chicken-halloumi-burgers
134,52909,Tarte Tatin,Dessert,French,"Roll the pastry to a 3mm-thick round on a lightly floured surface and cut a 24cm circle, using a plate as a guide. Lightly prick all over with a fork, wrap in cling film on a baking sheet and freeze while preparing the apples.
Heat oven to 180C/160C fan/gas 4. Peel, quarter and core the apples. Put the sugar in a flameproof 20cm ceramic Tatin dish or a 20cm ovenproof heavy-based frying pan and place over a medium-high heat. Cook the sugar for 5-7 mins to a dark amber caramel syrup that’s starting to smoke, then turn off the heat and stir in the 60g diced chilled butter.
To assemble the Tarte Tatin, arrange the apple quarters very tightly in a circle around the edge of the dish first, rounded-side down, then fill in the middle in a similar fashion. Gently press with your hands to ensure there are no gaps. Brush the fruit with the melted butter.
Bake in the oven for 30 mins, then remove and place the disc of frozen puff pastry on top – it will quickly defrost. Tuck the edges down the inside of the dish and, with a knife, prick a few holes in the pastry to allow steam to escape. Bake for a further 40-45 mins until the pastry is golden brown and crisp.
Allow to cool to room temperature for 1 hr before running a knife around the edge of the dish and inverting it onto a large serving plate that is deep enough to contain the juices. Serve with crème fraîche or vanilla ice cream.","['Puff Pastry', 'Plain Flour', 'Braeburn Apples', 'Caster Sugar', 'Butter', 'Creme Fraiche']","['300g', 'Dusting', '6', '100g ', '85g', 'to serve']",https://www.themealdb.com/images/media/meals/ryspuw1511786688.jpg,https://www.bbcgoodfood.com/recipes/tarte-tatin
135,52785,Dal fry,Vegetarian,Indian,"Wash and soak toor dal in approx. 3 cups of water, for at least one hours. Dal will be double in volume after soaking. Drain the water.
Cook dal with 2-1/2 cups water and add salt, turmeric, on medium high heat, until soft in texture (approximately 30 mins) it should be like thick soup.
In a frying pan, heat the ghee. Add cumin seeds, and mustard seeds. After the seeds crack, add bay leaves, green chili, ginger and chili powder. Stir for a few seconds.
Add tomatoes, salt and sugar stir and cook until tomatoes are tender and mushy.
Add cilantro and garam masala cook for about one minute.
Pour the seasoning over dal mix it well and cook for another minute.
Serve with Naan.","['Toor dal', 'Water', 'Salt', 'Turmeric', 'Ghee', 'Chopped tomatoes', 'Cumin seeds', 'Mustard Seeds', 'Bay Leaf', 'Green Chili', 'Ginger', 'Cilantro', 'Red Pepper', 'Salt', 'Sugar', 'Garam Masala']","['1 cup', '2-1/2 cups', '1 tsp', '1/4 tsp', '3 tbs', '1 cup', '1/2 tsp', '1/2 tsp', '2', '1 tbs chopped', '2 tsp shredded', '2 tbs ', '1/2 tsp', '1/2 tsp', '1 tsp', '1/4 tsp']",https://www.themealdb.com/images/media/meals/wuxrtu1483564410.jpg,https://www.instagram.com/p/BO21bpYD3Fu
136,52860,Chocolate Raspberry Brownies,Dessert,American,"Heat oven to 180C/160C fan/gas 4. Line a 20 x 30cm baking tray tin with baking parchment. Put the chocolate, butter and sugar in a pan and gently melt, stirring occasionally with a wooden spoon. Remove from the heat.
Stir the eggs, one by one, into the melted chocolate mixture. Sieve over the flour and cocoa, and stir in. Stir in half the raspberries, scrape into the tray, then scatter over the remaining raspberries. Bake on the middle shelf for 30 mins or, if you prefer a firmer texture, for 5 mins more. Cool before slicing into squares. Store in an airtight container for up to 3 days.","['Dark Chocolate', 'Milk Chocolate', 'Salted Butter', 'Light Brown Soft Sugar', 'Eggs', 'Plain Flour', 'Cocoa', 'Raspberries']","['200g', '100g ', '250g', '400g', '4 large', '140g', '50g', '200g']",https://www.themealdb.com/images/media/meals/yypvst1511386427.jpg,https://www.bbcgoodfood.com/recipes/2121648/bestever-chocolate-raspberry-brownies
137,53065,Sushi,Seafood,Japanese,"STEP 1
TO MAKE SUSHI ROLLS: Pat out some rice. Lay a nori sheet on the mat, shiny-side down. Dip your hands in the vinegared water, then pat handfuls of rice on top in a 1cm thick layer, leaving the furthest edge from you clear.

STEP 2
Spread over some Japanese mayonnaise. Use a spoon to spread out a thin layer of mayonnaise down the middle of the rice.

STEP 3
Add the filling. Get your child to top the mayonnaise with a line of their favourite fillings – here we’ve used tuna and cucumber.

STEP 4
Roll it up. Lift the edge of the mat over the rice, applying a little pressure to keep everything in a tight roll.

STEP 5
Stick down the sides like a stamp. When you get to the edge without any rice, brush with a little water and continue to roll into a tight roll.

STEP 6
Wrap in cling film. Remove the mat and roll tightly in cling film before a grown-up cuts the sushi into thick slices, then unravel the cling film.

STEP 7
TO MAKE PRESSED SUSHI: Layer over some smoked salmon. Line a loaf tin with cling film, then place a thin layer of smoked salmon inside on top of the cling film.

STEP 8
Cover with rice and press down. Press about 3cm of rice over the fish, fold the cling film over and press down as much as you can, using another tin if you have one.

STEP 9
Tip it out like a sandcastle. Turn block of sushi onto a chopping board. Get a grown-up to cut into fingers, then remove the cling film.

STEP 10
TO MAKE SUSHI BALLS: Choose your topping. Get a small square of cling film and place a topping, like half a prawn or a small piece of smoked salmon, on it. Use damp hands to roll walnut-sized balls of rice and place on the topping.

STEP 11
Make into tight balls. Bring the corners of the cling film together and tighten into balls by twisting it up, then unwrap and serve.","['Sushi Rice', 'Rice wine', 'Caster Sugar', 'Mayonnaise', 'Rice wine', 'Soy Sauce', 'Cucumber']","['300ml ', '100ml', '2 tbs', '3 tbs', '1 tbs', '1 tbs', '1', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",https://www.themealdb.com/images/media/meals/g046bb1663960946.jpg,https://www.bbcgoodfood.com/recipes/simple-sushi
138,52996,French Onion Chicken with Roasted Carrots & Mashed Potatoes,Chicken,American,"1

Preheat oven to 425 degrees. Wash and dry all produce. Trim, peel, and cut carrots on a diagonal into ¼-inch-thick pieces. Dice potatoes into ½-inch pieces. Halve, peel, and thinly slice onion.

2

Toss carrots on a baking sheet with a drizzle of oil, salt, and pepper. Roast until browned and tender, 15-20 minutes.

3

Meanwhile, place potatoes in a medium pot with enough salted water to cover by 2 inches. Bring to a boil and cook until tender, 12-15 minutes. Drain and return potatoes to pot; cover to keep warm.

4

While potatoes cook, heat a drizzle of oil in a large pan over medium-high heat. Add onion and cook, stirring occasionally, until lightly browned and softened, 8-10 minutes. Sprinkle with 1 tsp sugar (2 tsp for 4 servings). Stir in stock concentrate and 2 TBSP water (¼ cup for 4); season with salt and pepper. Cook until jammy, 2-3 minutes more. Turn off heat; transfer to a small bowl. Wash out pan.

5

Pat chicken dry with paper towels; season all over with salt and pepper. Heat a drizzle of oil in pan used for onion over medium-high heat. Add chicken and cook until browned and cooked through, 5-6 minutes per side. In the last 1-2 minutes of cooking, top with caramelized onion and cheese. Cover pan until cheese melts. (If your pan doesn’t have a lid, cover with a baking sheet!)

6

Heat pot with drained potatoes over low heat; mash with sour cream, 2 TBSP butter (4 TBSP for 4 servings), salt, pepper, and a splash of water (or milk, for extra richness) until smooth. Divide chicken, roasted carrots, and mashed potatoes between plates.","['Chicken Breasts', 'Carrots', 'Small Potatoes', 'Onion', 'Beef Stock', 'Mozzarella', 'Sour Cream', 'Butter', 'Sugar', 'Vegetable Oil', 'Salt', 'Pepper']","['2', '12 ounces', '5', '1', '1', '1 1/2 cup ', '2 tbsp', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",https://www.themealdb.com/images/media/meals/b5ft861583188991.jpg,
139,52876,Minced Beef Pie,Beef,British,"Preheat the oven to 200C/400F/Gas 6.
Heat the oil in a deep frying pan and fry the beef mince for 4-5 minutes, breaking it up with a wooden spoon as it browns.
Add the onion and cook for 2-3 minutes, then stir in the tomato purée and cook for 2-3 more minutes. Stir in the flour and cook for a further minute, then add the chopped mushrooms, the stout or beef stock and a couple of dashes of Worcestershire sauce. Bring to the boil, then reduce the heat, cover the pan with a lid and leave to simmer for 20 minutes. Set aside and leave to cool, then turn the meat mixture into a one litre pie dish.
Roll out the pastry on a floured work surface until it is slightly larger than the pie dish. Gently drape the pastry over the dish, pressing firmly onto the edges. Trim, then shape the edges into a fluted shape.
Cut some leaf shapes out of the pastry trimmings and decorate the top of the pie, sticking them to the pastry with the beaten egg yolk.
Make three or four slits in the pastry to allow the steam to escape, then brush the pie with the rest of the beaten egg yolk and bake in the oven for 20-25 minutes, or until golden-brown.
To serve, slice into wedges.","['Vegetable Oil', 'Minced Beef', 'Onion', 'Tomato Puree', 'Plain Flour', 'Mushrooms', 'Beef Stock', 'Worcestershire Sauce', 'Shortcrust Pastry', 'Egg Yolks']","['2 tbs', '500g', '1 chopped', '1 tbls', '1 ½ tbsp', '75g', '250ml', 'Dash', '400g', '1']",https://www.themealdb.com/images/media/meals/xwutvy1511555540.jpg,https://www.bbc.co.uk/food/recipes/mincedbeefpie_89198
140,52831,Chicken Karaage,Chicken,Japanese,"Add the ginger, garlic, soy sauce, sake and sugar to a bowl and whisk to combine. Add the chicken, then stir to coat evenly. Cover and refrigerate for at least 1 hour.

Add 1 inch of vegetable oil to a heavy bottomed pot and heat until the oil reaches 360 degrees F. Line a wire rack with 2 sheets of paper towels and get your tongs out. Put the potato starch in a bowl

Add a handful of chicken to the potato starch and toss to coat each piece evenly.

Fry the karaage in batches until the exterior is a medium brown and the chicken is cooked through. Transfer the fried chicken to the paper towel lined rack. If you want the karaage to stay crispy longer, you can fry the chicken a second time, until it's a darker color after it's cooled off once. Serve with lemon wedges.","['Chicken thigh', 'Ginger', 'Garlic', 'Soy sauce', 'Sake', 'Granulated sugar', 'Potato starch', 'Vegetable oil', 'Lemon']","['450 grams Boneless skin', '1 tablespoon', '1 clove', '2 tablespoons', '1 tablespoon', '2 teaspoon', '1/3 cup', '1/3 cup', '1/3 cup']",https://www.themealdb.com/images/media/meals/tyywsw1505930373.jpg,https://norecipes.com/karaage-recipe
141,52823,Salmon Prawn Risotto,Seafood,Italian,"Melt the butter in a thick-based pan and gently cook the onion without colour until it is soft.
Add the rice and stir to coat all the grains in the butter
Add the wine and cook gently stirring until it is absorbed
Gradually add the hot stock, stirring until each addition is absorbed. Keep stirring until the rice is tender
Season with the lemon juice and zest, and pepper to taste. (there will probably be sufficient saltiness from the salmon to not need to add salt) Stir gently to heat through
Serve scattered with the Parmesan and seasonal vegetables.
Grill the salmon and gently place onto the risotto with the prawns and asparagus","['butter', 'onion', 'rice', 'white wine', 'vegetable stock', 'lemon', 'King Prawns', 'salmon', 'asparagus', 'black pepper', 'Parmesan']","['50g/2oz', '1 finely chopped ', '150g', '125ml ', '1 litre hot', 'The juice and zest of one', '240g large', '150g', '100g tips blanched briefly in boiling water', 'ground', '50g shavings']",https://www.themealdb.com/images/media/meals/xxrxux1503070723.jpg,http://www.rangemaster.co.uk/rangemaster-owners/recipes-ideas-inspiration/recipes/mains/prawn-and-hot-smoked-salmon-risotto-with-asparagus
142,52981,Snert (Dutch Split Pea Soup),Side,Dutch,"Gather the ingredients.

In a large soup pot, bring water, split peas, pork belly or bacon, pork chop, and bouillon cube to a boil. Reduce the heat to a simmer, cover and let cook for 45 minutes, stirring occasionally and skimming off any foam that rises to the top. 

Remove the pork chop, debone, and thinly slice the meat. Set aside.

Add the celery, carrots, potato, onion, leek, and celeriac to the soup. Return to the boil, reduce the heat to a simmer and let cook, uncovered, for another 30 minutes, adding a little extra water if the ingredients start to stick to the bottom of the pot.

Add the smoked sausage for the last 15 minutes of cooking time. When the vegetables are tender, remove the bacon and smoked sausage, slice thinly and set aside.

If you prefer a smooth consistency, purée the soup with a stick blender. Season to taste with salt and pepper. Add the meat back to the soup, setting some slices of rookworst aside.

Serve in heated bowls or soup plates, garnished with slices of rookworst and chopped celery leaf.

Enjoy!","['Water', 'Peas', 'Pork', 'Vegetable Stock Cube', 'Celery', 'Carrots', 'Potatoes', 'Onion', 'Leek', 'Celeriac', 'Sausages']","['2L', '300g', '100g ', '1', '2', '2', '1 large', '1 small', '1 small', '1 cup ', '1 pound', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",https://www.themealdb.com/images/media/meals/9ptx0a1565090843.jpg,https://www.thespruceeats.com/traditional-dutch-split-pea-soup-1129011
143,53062,Walnut Roll Gužvara,Dessert,Croatian,"Mix all the ingredients for the dough together and knead well. Cover the dough and put to rise until doubled in size which should take about 2 hours. Knock back the dough and knead lightly.

Divide the dough into two equal pieces; roll each piece into an oblong about 12 inches by 8 inches. Mix the filling ingredients together and divide between the dough, spreading over each piece. Roll up the oblongs as tightly as possible to give two 12 inch sausages. Place these side by side, touching each other, on a greased baking sheet. Cover and leave to rise for about 40 minutes. Heat oven to 200ºC (425ºF). Bake for 30-35 minutes until well risen and golden brown. Bread should sound hollow when the base is tapped.

Remove from oven and brush the hot bread top with milk. Sift with a generous covering of icing sugar.","['Flour', 'Caster Sugar', 'Yeast', 'Salt', 'Milk', 'Eggs', 'Butter', 'Walnuts', 'Butter', 'Brown Sugar', 'Cinnamon', 'Milk', 'Icing Sugar']","['450g', '55g', '2 parts ', '1/2 tsp', '6 oz ', '2 Beaten ', '30g', '140g', '85g', '85g', '1 tsp ', 'To Glaze', 'To Glaze', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",https://www.themealdb.com/images/media/meals/u9l7k81628771647.jpg,https://www.visit-croatia.co.uk/croatian-cuisine/croatian-recipes/
144,52982,Spaghetti alla Carbonara,Pasta,Italian,"STEP 1
Put a large saucepan of water on to boil.

STEP 2
Finely chop the 100g pancetta, having first removed any rind. Finely grate 50g pecorino cheese and 50g parmesan and mix them together.

STEP 3
Beat the 3 large eggs in a medium bowl and season with a little freshly grated black pepper. Set everything aside.

STEP 4
Add 1 tsp salt to the boiling water, add 350g spaghetti and when the water comes back to the boil, cook at a constant simmer, covered, for 10 minutes or until al dente (just cooked).

STEP 5
Squash 2 peeled plump garlic cloves with the blade of a knife, just to bruise it.

STEP 6
While the spaghetti is cooking, fry the pancetta with the garlic. Drop 50g unsalted butter into a large frying pan or wok and, as soon as the butter has melted, tip in the pancetta and garlic.

STEP 7
Leave to cook on a medium heat for about 5 minutes, stirring often, until the pancetta is golden and crisp. The garlic has now imparted its flavour, so take it out with a slotted spoon and discard.

STEP 8
Keep the heat under the pancetta on low. When the pasta is ready, lift it from the water with a pasta fork or tongs and put it in the frying pan with the pancetta. Don’t worry if a little water drops in the pan as well (you want this to happen) and don’t throw the pasta water away yet.

STEP 9
Mix most of the cheese in with the eggs, keeping a small handful back for sprinkling over later.

STEP 10
Take the pan of spaghetti and pancetta off the heat. Now quickly pour in the eggs and cheese. Using the tongs or a long fork, lift up the spaghetti so it mixes easily with the egg mixture, which thickens but doesn’t scramble, and everything is coated.

STEP 11
Add extra pasta cooking water to keep it saucy (several tablespoons should do it). You don’t want it wet, just moist. Season with a little salt, if needed.

STEP 12
Use a long-pronged fork to twist the pasta on to the serving plate or bowl. Serve immediately with a little sprinkling of the remaining cheese and a grating of black pepper. If the dish does get a little dry before serving, splash in some more hot pasta water and the glossy sauciness will be revived.","['Spaghetti', 'Egg Yolks', 'Salt', 'Bacon', 'Pecorino', 'Black Pepper']","['320g', '6', 'As required', '150g', '50g', 'As required', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",https://www.themealdb.com/images/media/meals/llcbn01574260722.jpg,https://www.bbcgoodfood.com/recipes/ultimate-spaghetti-carbonara-recipe
145,53010,Lamb Tzatziki Burgers,Lamb,Greek,"Tip the bulghar into a pan, cover with water and boil for 10 mins. Drain really well in a sieve, pressing out any excess water.

To make the tzatziki, squeeze and discard the juice from the cucumber, then mix into the yogurt with the chopped mint and a little salt.

Work the bulghar into the lamb with the spices, garlic (if using) and seasoning, then shape into 4 burgers. Brush with a little oil and fry or barbecue for about 5 mins each side until cooked all the way through. Serve in the buns (toasted if you like) with the tzatziki, tomatoes, onion and a few mint leaves.","['Bulgur Wheat', 'Lamb Mince', 'Cumin', 'Coriander', 'Paprika', 'Garlic', 'Olive Oil', 'Bun', 'Cucumber', 'Greek Yogurt', 'Mint']","['25g', '500g', '1 tsp ', '1 tsp ', '1 tsp ', '1 clove finely chopped', 'For frying', '4', 'Grated', '200g', '2 tbs', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",https://www.themealdb.com/images/media/meals/k420tj1585565244.jpg,https://www.bbcgoodfood.com/recipes/lamb-burgers-tzatziki
146,52922,Prawn & Fennel Bisque,Side,French,"Shell the prawns, then fry the shells in the oil in a large pan for about 5 mins. Add the onion, fennel and carrots and cook for about 10 mins until the veg start to soften. Pour in the wine and brandy, bubble hard for about 1 min to drive off the alcohol, then add the tomatoes, stock and paprika. Cover and simmer for 30 mins. Meanwhile, chop the prawns.
Blitz the soup as finely as you can with a stick blender or food processor, then press through a sieve into a bowl. Spend a bit of time really working the mixture through the sieve as this will give the soup its velvety texture.
Tip back into a clean pan, add the prawns and cook for 10 mins, then blitz again until smooth. You can make and chill this a day ahead or freeze it for 1 month. Thaw ovenight in the fridge. To serve, gently reheat in a pan with the cream. If garnishing, cook the 8 prawns in a little butter. Spoon into small bowls and top with the prawns and snipped fennel fronds.","['Tiger Prawns', 'Olive Oil', 'Onion', 'Fennel', 'Carrots', 'Dry White Wine', 'Brandy', 'Chopped Tomatoes', 'Fish Stock', 'Paprika', 'Double Cream', 'Prawns']","['450g', '4 tbs', '1 large', '1 large', '2 chopped', '150ml', '1 tbs', '400g', '1L', '2 pinches', '150ml', '8']",https://www.themealdb.com/images/media/meals/rtwwvv1511799504.jpg,https://www.bbcgoodfood.com/recipes/71600/prawn-and-fennel-bisque
147,53055,Cevapi Sausages,Beef,Croatian,"Place the ground meat in a bowl. Chop the onion very finely and grate the garlic cloves. Add to the bowl. Add the chopped parsley, all sorts of paprika, baking soda, dried breadcrumbs, water, Vegeta, salt, and pepper.
Mix well with the hand mixer fitted with the dough hooks. Cover the bowl with cling film/ plastic foil and leave to rest for 1 or 2 hours in the refrigerator.
Take portions of the meat mixture, about 50-55 g/ 1.7-1.9 oz/ ¼ cup portions, and form the cevapi. The rolls should be about as thick as your thumb and about 7-10 cm/ 3-4 inches long. I had 18 sausages. The recipe can be easily doubled.
Grill the cevapcici on the hot grill pan or on the barbecue for about 12-14 minutes, turning them several times in between, or until brown and cooked through. I checked by cutting one in the middle and then grilling the following batches for the same period of time.
Serve hot as suggested above. The cevapcici can be reheated in the oven at 180 degrees Celsius/ 350 degrees Fahrenheit for about 10 minutes or until heated through. Check one, if it is not hot enough, give the sausages a few more minutes.","['Minced Beef', 'Minced Pork', 'Onion', 'Garlic', 'Parsley', 'Paprika', 'Baking Powder', 'Breadcrumbs', 'Water', 'Vegetable Stock Cube', 'Salt', 'Pepper']","['500g', '250g', '1', '4 cloves', '3 tblsp chopped', '1 tbs', '3/4 teaspoon', '2 tbs', '3 tbs', '1', '1 tsp ', '1 tsp ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",https://www.themealdb.com/images/media/meals/vc08jn1628769553.jpg,https://whereismyspoon.co/cevapi-or-cevapcici-recipe-grilled-sausages-croatian-food/
148,52767,Bakewell tart,Dessert,British,"To make the pastry, measure the flour into a bowl and rub in the butter with your fingertips until the mixture resembles fine breadcrumbs. Add the water, mixing to form a soft dough.
Roll out the dough on a lightly floured work surface and use to line a 20cm/8in flan tin. Leave in the fridge to chill for 30 minutes.
Preheat the oven to 200C/400F/Gas 6 (180C fan).
Line the pastry case with foil and fill with baking beans. Bake blind for about 15 minutes, then remove the beans and foil and cook for a further five minutes to dry out the base.
For the filing, spread the base of the flan generously with raspberry jam.
Melt the butter in a pan, take off the heat and then stir in the sugar. Add ground almonds, egg and almond extract. Pour into the flan tin and sprinkle over the flaked almonds.
Bake for about 35 minutes. If the almonds seem to be browning too quickly, cover the tart loosely with foil to prevent them burning.","['plain flour', 'chilled butter', 'cold water', 'raspberry jam', 'butter', 'caster sugar', 'ground almonds', 'free-range egg, beaten', 'almond extract', 'flaked almonds']","['175g/6oz', '75g/2½oz', '2-3 tbsp', '1 tbsp', '125g/4½oz', '125g/4½oz', '125g/4½oz', '1', '½ tsp', '50g/1¾oz']",https://www.themealdb.com/images/media/meals/wyrqqq1468233628.jpg,
